job_id,job_title,industry,required_education,required_degree_field,years_of_experience,hard_skills,soft_skills,hard_skills_normalized,soft_skills_normalized,all_skills
117,Urban Planner,Construction and Engineering,Master,Design,3,"['GIS Software', 'Urban Design Software', 'Zoning Ordinances and Land Use Regulations', 'Demographic Data Analysis', 'Environmental Impact Assessment', 'Transportation Planning Models', 'Community Engagement Techniques', 'Master Planning Development', 'Policy Analysis Urban Development', 'Sustainability Planning', 'Public Presentation Skills', 'Feasibility Studies Urban Projects', 'Data Visualization', 'Urban Economics', 'Infrastructure Planning']","['Analytical Thinking', 'Communication', 'Collaboration']","['gis software', 'urban design software', 'zoning ordinances and land use regulations', 'demographic data analysis', 'environmental impact assessment', 'transportation planning models', 'community engagement techniques', 'master planning development', 'policy analysis urban development', 'sustainability planning', 'public presentation skills', 'feasibility studies urban projects', 'data visualization', 'urban economics', 'infrastructure planning']","['analytical thinking', 'communication', 'collaboration']","['gis software', 'urban design software', 'zoning ordinances and land use regulations', 'demographic data analysis', 'environmental impact assessment', 'transportation planning models', 'community engagement techniques', 'master planning development', 'policy analysis urban development', 'sustainability planning', 'public presentation skills', 'feasibility studies urban projects', 'data visualization', 'urban economics', 'infrastructure planning', 'analytical thinking', 'communication', 'collaboration']"
118,Carpenter,Construction and Engineering,nan,nan,2,"['Blueprint Reading Carpentry', 'Hand Tool Proficiency', 'Power Tool Operation', 'Measurement and Layout Techniques', 'Wood Framing and Sheathing', 'Cabinetry and Finish Carpentry', 'Rough Carpentry', 'Roofing and Siding Installation', 'Flooring Installation', 'Material Estimation and Cutting', 'Safety Procedures Construction Site', 'Scaffolding Erection and Use', 'Door and Window Installation', 'Joinery Techniques', 'Drywall Installation']","['Attention to Detail', 'Physical Stamina', 'Teamwork']","['blueprint reading carpentry', 'hand tool proficiency', 'power tool operation', 'measurement and layout techniques', 'wood framing and sheathing', 'cabinetry and finish carpentry', 'rough carpentry', 'roofing and siding installation', 'flooring installation', 'material estimation and cutting', 'safety procedures construction site', 'scaffolding erection and use', 'door and window installation', 'joinery techniques', 'drywall installation']","['attention to detail', 'physical stamina', 'teamwork']","['blueprint reading carpentry', 'hand tool proficiency', 'power tool operation', 'measurement and layout techniques', 'wood framing and sheathing', 'cabinetry and finish carpentry', 'rough carpentry', 'roofing and siding installation', 'flooring installation', 'material estimation and cutting', 'safety procedures construction site', 'scaffolding erection and use', 'door and window installation', 'joinery techniques', 'drywall installation', 'attention to detail', 'physical stamina', 'teamwork']"
119,Electrician,Construction and Engineering,nan,nan,3,"['Electrical Code Compliance', 'Blueprint Reading Electrical Schematics', 'Circuit Troubleshooting and Diagnostics', 'Wiring and Installation Techniques', 'Conduit Bending', 'Load Calculation', 'Panel Board Installation', 'Motor Control Wiring', 'Low Voltage Systems', 'Safety Protocols', 'Use of Electrical Testing Equipment', 'Generator Installation and Maintenance', 'Residential and Commercial Wiring', 'Grounding and Bonding', 'Fire Alarm System Installation']","['Problem-Solving', 'Safety Awareness', 'Manual Dexterity']","['electrical code compliance', 'blueprint reading electrical schematics', 'circuit troubleshooting and diagnostics', 'wiring and installation techniques', 'conduit bending', 'load calculation', 'panel board installation', 'motor control wiring', 'low voltage systems', 'safety protocols', 'use of electrical testing equipment', 'generator installation and maintenance', 'residential and commercial wiring', 'grounding and bonding', 'fire alarm system installation']","['problem-solving', 'safety awareness', 'manual dexterity']","['electrical code compliance', 'blueprint reading electrical schematics', 'circuit troubleshooting and diagnostics', 'wiring and installation techniques', 'conduit bending', 'load calculation', 'panel board installation', 'motor control wiring', 'low voltage systems', 'safety protocols', 'use of electrical testing equipment', 'generator installation and maintenance', 'residential and commercial wiring', 'grounding and bonding', 'fire alarm system installation', 'problem-solving', 'safety awareness', 'manual dexterity']"
120,Plumber,Construction and Engineering,nan,nan,2,"['Pipefitting', 'Blueprint Reading Plumbing Drawings', 'Drain Cleaning Techniques', 'Water Heater Installation and Repair', 'Fixture Installation', 'Backflow Prevention Testing', 'Sewer Line Inspection and Repair', 'Gas Line Installation and Repair', 'Code Compliance Plumbing Codes', 'Soldering and Brazing', 'Leak Detection', 'Pipe Thawing', 'Hydro-Jetting', 'Rough-In Plumbing', 'Fixture Troubleshooting']","['Problem-Solving', 'Physical Stamina', 'Customer Service']","['pipefitting', 'blueprint reading plumbing drawings', 'drain cleaning techniques', 'water heater installation and repair', 'fixture installation', 'backflow prevention testing', 'sewer line inspection and repair', 'gas line installation and repair', 'code compliance plumbing codes', 'soldering and brazing', 'leak detection', 'pipe thawing', 'hydro-jetting', 'rough-in plumbing', 'fixture troubleshooting']","['problem-solving', 'physical stamina', 'customer service']","['pipefitting', 'blueprint reading plumbing drawings', 'drain cleaning techniques', 'water heater installation and repair', 'fixture installation', 'backflow prevention testing', 'sewer line inspection and repair', 'gas line installation and repair', 'code compliance plumbing codes', 'soldering and brazing', 'leak detection', 'pipe thawing', 'hydro-jetting', 'rough-in plumbing', 'fixture troubleshooting', 'problem-solving', 'physical stamina', 'customer service']"
121,Welder,Construction and Engineering,nan,nan,1,"['MIG Welding', 'TIG Welding', 'Stick Welding', 'Flux-Cored Arc Welding', 'Blueprint Reading Welding Symbols', 'Metal Fabrication', 'Joint Preparation', 'Welding Machine Operation and Maintenance', 'Safety Procedures', 'Cutting Techniques', 'Material Selection', 'Quality Control Weld Inspection', 'Heat Treatment Basic', 'Soldering and Brazing Advanced', 'Fixture and Jig Setup']","['Attention to Detail', 'Physical Stamina', 'Teamwork']","['mig welding', 'tig welding', 'stick welding', 'flux-cored arc welding', 'blueprint reading welding symbols', 'metal fabrication', 'joint preparation', 'welding machine operation and maintenance', 'safety procedures', 'cutting techniques', 'material selection', 'quality control weld inspection', 'heat treatment basic', 'soldering and brazing advanced', 'fixture and jig setup']","['attention to detail', 'physical stamina', 'teamwork']","['mig welding', 'tig welding', 'stick welding', 'flux-cored arc welding', 'blueprint reading welding symbols', 'metal fabrication', 'joint preparation', 'welding machine operation and maintenance', 'safety procedures', 'cutting techniques', 'material selection', 'quality control weld inspection', 'heat treatment basic', 'soldering and brazing advanced', 'fixture and jig setup', 'attention to detail', 'physical stamina', 'teamwork']"
122,Heavy Equipment Operator,Construction and Engineering,nan,nan,2,"['Excavator Operation', 'Bulldozer Operation', 'Loader Operation', 'Grader Operation', 'Forklift Operation', 'Dump Truck Operation', 'Site Grading and Leveling', 'Equipment Maintenance and Troubleshooting Basic', 'Blueprint Reading Site Plans', 'GPS/Grade Control Systems Operation', 'Safety Regulations Construction Site', 'Load Securement', 'Material Handling', 'Pre-Operation Checks and Inspections', 'Communication Systems']","['Coordination', 'Attention to Detail', 'Reliability']","['excavator operation', 'bulldozer operation', 'loader operation', 'grader operation', 'forklift operation', 'dump truck operation', 'site grading and leveling', 'equipment maintenance and troubleshooting basic', 'blueprint reading site plans', 'gps/grade control systems operation', 'safety regulations construction site', 'load securement', 'material handling', 'pre-operation checks and inspections', 'communication systems']","['coordination', 'attention to detail', 'reliability']","['excavator operation', 'bulldozer operation', 'loader operation', 'grader operation', 'forklift operation', 'dump truck operation', 'site grading and leveling', 'equipment maintenance and troubleshooting basic', 'blueprint reading site plans', 'gps/grade control systems operation', 'safety regulations construction site', 'load securement', 'material handling', 'pre-operation checks and inspections', 'communication systems', 'coordination', 'attention to detail', 'reliability']"
123,Manufacturing Engineer,Construction and Engineering,Bachelor,Engineering,3,"['Lean Manufacturing Principles', 'Six Sigma Methodologies', 'CAD/CAM Software', 'Process Optimization', 'Statistical Process Control', 'Fixture and Tooling Design', 'Robotics and Automation Integration', 'DFM', 'Quality Management Systems', 'PLC Programming', 'Ergonomics in Manufacturing', 'Supply Chain Optimization', 'Cost Analysis Manufacturing', 'Root Cause Analysis Manufacturing Defects', 'FEA for manufacturing processes']","['Problem-Solving', 'Innovation', 'Teamwork']","['lean manufacturing principles', 'six sigma methodologies', 'cad/cam software', 'process optimization', 'statistical process control', 'fixture and tooling design', 'robotics and automation integration', 'dfm', 'quality management systems', 'plc programming', 'ergonomics in manufacturing', 'supply chain optimization', 'cost analysis manufacturing', 'root cause analysis manufacturing defects', 'fea for manufacturing processes']","['problem-solving', 'innovation', 'teamwork']","['lean manufacturing principles', 'six sigma methodologies', 'cad/cam software', 'process optimization', 'statistical process control', 'fixture and tooling design', 'robotics and automation integration', 'dfm', 'quality management systems', 'plc programming', 'ergonomics in manufacturing', 'supply chain optimization', 'cost analysis manufacturing', 'root cause analysis manufacturing defects', 'fea for manufacturing processes', 'problem-solving', 'innovation', 'teamwork']"
124,Quality Assurance Engineer,Construction and Engineering,Bachelor,Engineering,2,"['Test Plan Development', 'Test Case Design', 'Bug Tracking Systems', 'Test Automation Tools', 'SQL for Database Testing', 'API Testing Tools', 'Performance Testing Tools', 'Security Testing Methodologies', 'Version Control Systems', 'CI/CD Pipeline Integration QA', 'Software Development Life Cycle', 'Agile and Scrum Methodologies', 'Root Cause Analysis Defects', 'Test Reporting and Metrics', 'User Acceptance Testing']","['Attention to Detail', 'Analytical Thinking', 'Communication']","['test plan development', 'test case design', 'bug tracking systems', 'test automation tools', 'sql for database testing', 'api testing tools', 'performance testing tools', 'security testing methodologies', 'version control systems', 'ci/cd pipeline integration qa', 'software development life cycle', 'agile and scrum methodologies', 'root cause analysis defects', 'test reporting and metrics', 'user acceptance testing']","['attention to detail', 'analytical thinking', 'communication']","['test plan development', 'test case design', 'bug tracking systems', 'test automation tools', 'sql for database testing', 'api testing tools', 'performance testing tools', 'security testing methodologies', 'version control systems', 'ci/cd pipeline integration qa', 'software development life cycle', 'agile and scrum methodologies', 'root cause analysis defects', 'test reporting and metrics', 'user acceptance testing', 'attention to detail', 'analytical thinking', 'communication']"
125,Factory Supervisor,Construction and Engineering,Bachelor,Business,4,"['Production Scheduling', 'Inventory Management', 'Quality Control Procedures', 'Lean Manufacturing Principles', 'Safety Regulations', 'Machine Operation and Troubleshooting Basic', 'Performance Monitoring Production Metrics', 'Maintenance Coordination Factory Equipment', 'Data Collection and Reporting Production', 'Process Improvement Methodologies', 'Resource Allocation', 'Compliance with Industry Standards', 'ERP Systems', 'Equipment Calibration Basic', 'Waste Reduction Strategies']","['Leadership', 'Decision-Making', 'Conflict Resolution']","['production scheduling', 'inventory management', 'quality control procedures', 'lean manufacturing principles', 'safety regulations', 'machine operation and troubleshooting basic', 'performance monitoring production metrics', 'maintenance coordination factory equipment', 'data collection and reporting production', 'process improvement methodologies', 'resource allocation', 'compliance with industry standards', 'erp systems', 'equipment calibration basic', 'waste reduction strategies']","['leadership', 'decision-making', 'conflict resolution']","['production scheduling', 'inventory management', 'quality control procedures', 'lean manufacturing principles', 'safety regulations', 'machine operation and troubleshooting basic', 'performance monitoring production metrics', 'maintenance coordination factory equipment', 'data collection and reporting production', 'process improvement methodologies', 'resource allocation', 'compliance with industry standards', 'erp systems', 'equipment calibration basic', 'waste reduction strategies', 'leadership', 'decision-making', 'conflict resolution']"
126,Environmental Scientist,Environmental and Sustainability,Bachelor,Science,3,"['GIS Software', 'Environmental Modeling Software', 'Data Analysis', 'Field Sampling Techniques', 'Laboratory Analysis Environmental Samples', 'Environmental Regulations and Policy', 'Hydrology and Hydrogeology', 'Ecology and Ecosystem Assessment', 'Remediation Technologies', 'Environmental Impact Assessment', 'Report Writing Scientific, Regulatory', 'Wetland Delineation', 'Hazardous Waste Management', 'Permitting and Compliance', 'GPS/GNSS Data Collection']","['Critical Thinking', 'Communication', 'Attention to Detail']","['gis software', 'environmental modeling software', 'data analysis', 'field sampling techniques', 'laboratory analysis environmental samples', 'environmental regulations and policy', 'hydrology and hydrogeology', 'ecology and ecosystem assessment', 'remediation technologies', 'environmental impact assessment', 'report writing scientific, regulatory', 'wetland delineation', 'hazardous waste management', 'permitting and compliance', 'gps/gnss data collection']","['critical thinking', 'communication', 'attention to detail']","['gis software', 'environmental modeling software', 'data analysis', 'field sampling techniques', 'laboratory analysis environmental samples', 'environmental regulations and policy', 'hydrology and hydrogeology', 'ecology and ecosystem assessment', 'remediation technologies', 'environmental impact assessment', 'report writing scientific, regulatory', 'wetland delineation', 'hazardous waste management', 'permitting and compliance', 'gps/gnss data collection', 'critical thinking', 'communication', 'attention to detail']"
127,Sustainability Specialist,Environmental and Sustainability,Master,Science,4,"['Life Cycle Assessment Software', 'Carbon Footprint Measurement and Reporting', 'Energy Auditing and Management', 'Waste Management Strategies', 'Sustainable Building Standards', 'Environmental Management Systems', 'ESG Reporting Frameworks', 'Renewable Energy Systems Knowledge', 'Water Conservation Techniques', 'Data Analysis Environmental Metrics', 'Policy Analysis Sustainability', 'Supply Chain Sustainability', 'Corporate Social Responsibility Program Development', 'Green Building Design Principles', 'Stakeholder Engagement Sustainability Initiatives']","['Strategic Planning', 'Stakeholder Engagement', 'Problem-Solving']","['life cycle assessment software', 'carbon footprint measurement and reporting', 'energy auditing and management', 'waste management strategies', 'sustainable building standards', 'environmental management systems', 'esg reporting frameworks', 'renewable energy systems knowledge', 'water conservation techniques', 'data analysis environmental metrics', 'policy analysis sustainability', 'supply chain sustainability', 'corporate social responsibility program development', 'green building design principles', 'stakeholder engagement sustainability initiatives']","['strategic planning', 'stakeholder engagement', 'problem-solving']","['life cycle assessment software', 'carbon footprint measurement and reporting', 'energy auditing and management', 'waste management strategies', 'sustainable building standards', 'environmental management systems', 'esg reporting frameworks', 'renewable energy systems knowledge', 'water conservation techniques', 'data analysis environmental metrics', 'policy analysis sustainability', 'supply chain sustainability', 'corporate social responsibility program development', 'green building design principles', 'stakeholder engagement sustainability initiatives', 'strategic planning', 'stakeholder engagement', 'problem-solving']"
128,Renewable Energy Engineer,Environmental and Sustainability,Bachelor,Engineering,2,"['Ecological Impact Assessment Renewable Energy Projects', 'Wildlife Monitoring Techniques', 'GIS and Remote Sensing', 'Biodiversity Conservation Principles', 'Environmental Regulations Renewable Energy', 'Habitat Restoration Techniques', 'Species Identification', 'Data Analysis Biological Data', 'Field Survey Methodologies', 'Permitting Processes Environmental', 'Statistical Modeling Ecological', 'Environmental Management Plans', 'Mitigation and Compensation Strategies', 'Report Writing Ecological Assessments', 'Project Management Environmental aspects of RE']","['Innovation', 'Teamwork', 'Project Management']","['ecological impact assessment renewable energy projects', 'wildlife monitoring techniques', 'gis and remote sensing', 'biodiversity conservation principles', 'environmental regulations renewable energy', 'habitat restoration techniques', 'species identification', 'data analysis biological data', 'field survey methodologies', 'permitting processes environmental', 'statistical modeling ecological', 'environmental management plans', 'mitigation and compensation strategies', 'report writing ecological assessments', 'project management environmental aspects of re']","['innovation', 'teamwork', 'project management']","['ecological impact assessment renewable energy projects', 'wildlife monitoring techniques', 'gis and remote sensing', 'biodiversity conservation principles', 'environmental regulations renewable energy', 'habitat restoration techniques', 'species identification', 'data analysis biological data', 'field survey methodologies', 'permitting processes environmental', 'statistical modeling ecological', 'environmental management plans', 'mitigation and compensation strategies', 'report writing ecological assessments', 'project management environmental aspects of re', 'innovation', 'teamwork', 'project management']"
129,Marine Biologist,Science and Research,Master,Science,3,"['Marine Organism Identification', 'Oceanographic Instrumentation', 'Underwater Survey Techniques', 'Data Analysis Ecological, Oceanographic Data', 'GIS and Remote Sensing Marine Environments', 'Marine Ecology and Ecosystems', 'Statistical Modeling Population Dynamics', 'Marine Conservation Strategies', 'Laboratory Analysis Marine Samples', 'Sampling Design and Methodologies', 'Marine Pollution Assessment', 'Aquaculture Techniques', 'Report Writing Scientific Publications', 'Grant Writing Research Proposals', 'Marine Policy and Management']","['Patience', 'Observational Skills', 'Collaboration']","['marine organism identification', 'oceanographic instrumentation', 'underwater survey techniques', 'data analysis ecological, oceanographic data', 'gis and remote sensing marine environments', 'marine ecology and ecosystems', 'statistical modeling population dynamics', 'marine conservation strategies', 'laboratory analysis marine samples', 'sampling design and methodologies', 'marine pollution assessment', 'aquaculture techniques', 'report writing scientific publications', 'grant writing research proposals', 'marine policy and management']","['patience', 'observational skills', 'collaboration']","['marine organism identification', 'oceanographic instrumentation', 'underwater survey techniques', 'data analysis ecological, oceanographic data', 'gis and remote sensing marine environments', 'marine ecology and ecosystems', 'statistical modeling population dynamics', 'marine conservation strategies', 'laboratory analysis marine samples', 'sampling design and methodologies', 'marine pollution assessment', 'aquaculture techniques', 'report writing scientific publications', 'grant writing research proposals', 'marine policy and management', 'patience', 'observational skills', 'collaboration']"
130,Climate Change Analyst,Environmental and Sustainability,Master,Science,4,"['Climate Modeling', 'Policy Analysis', 'Data Visualization', 'GIS Software', 'Statistical Analysis', 'Remote Sensing', 'Environmental Impact Assessment', 'Climate Science Knowledge', 'GHG Accounting and Reporting', 'Scientific Software', 'Research Methods', 'Data Management', 'Report Writing', 'Risk Assessment', 'Policy Development']","['Analytical Thinking', 'Communication', 'Adaptability']","['climate modeling', 'policy analysis', 'data visualization', 'gis software', 'statistical analysis', 'remote sensing', 'environmental impact assessment', 'climate science knowledge', 'ghg accounting and reporting', 'scientific software', 'research methods', 'data management', 'report writing', 'risk assessment', 'policy development']","['analytical thinking', 'communication', 'adaptability']","['climate modeling', 'policy analysis', 'data visualization', 'gis software', 'statistical analysis', 'remote sensing', 'environmental impact assessment', 'climate science knowledge', 'ghg accounting and reporting', 'scientific software', 'research methods', 'data management', 'report writing', 'risk assessment', 'policy development', 'analytical thinking', 'communication', 'adaptability']"
131,Water Resource Specialist,Environmental and Sustainability,Bachelor,Engineering,3,"['Hydrological Modeling', 'Water Quality Analysis', 'GIS Software', 'Data Analysis', 'Environmental Regulations', 'Field Research', 'Water Resource Management Software', 'Remote Sensing', 'Statistical Software', 'Hydraulic Modeling', 'Hydrogeology', 'Water Quality Testing', 'Contaminant Transport Modeling', 'Watershed Management', 'Report Writing']","['Problem-Solving', 'Teamwork', 'Attention to Detail']","['hydrological modeling', 'water quality analysis', 'gis software', 'data analysis', 'environmental regulations', 'field research', 'water resource management software', 'remote sensing', 'statistical software', 'hydraulic modeling', 'hydrogeology', 'water quality testing', 'contaminant transport modeling', 'watershed management', 'report writing']","['problem-solving', 'teamwork', 'attention to detail']","['hydrological modeling', 'water quality analysis', 'gis software', 'data analysis', 'environmental regulations', 'field research', 'water resource management software', 'remote sensing', 'statistical software', 'hydraulic modeling', 'hydrogeology', 'water quality testing', 'contaminant transport modeling', 'watershed management', 'report writing', 'problem-solving', 'teamwork', 'attention to detail']"
132,Ecologist,Science and Research,Bachelor,Science,2,"['Ecosystem Assessment', 'Field Research', 'Species Identification', 'GIS Software', 'Data Analysis', 'Statistical Modeling', 'Laboratory Techniques', 'Environmental Monitoring', 'Conservation Planning', 'Habitat Restoration', 'Report Writing', 'Ecological Survey Methods', 'Wildlife Management Principles', 'Experimental Design', 'Mapping Software']","['Patience', 'Observation', 'Communication']","['ecosystem assessment', 'field research', 'species identification', 'gis software', 'data analysis', 'statistical modeling', 'laboratory techniques', 'environmental monitoring', 'conservation planning', 'habitat restoration', 'report writing', 'ecological survey methods', 'wildlife management principles', 'experimental design', 'mapping software']","['patience', 'observation', 'communication']","['ecosystem assessment', 'field research', 'species identification', 'gis software', 'data analysis', 'statistical modeling', 'laboratory techniques', 'environmental monitoring', 'conservation planning', 'habitat restoration', 'report writing', 'ecological survey methods', 'wildlife management principles', 'experimental design', 'mapping software', 'patience', 'observation', 'communication']"
133,Agricultural Scientist,Science and Research,Master,Science,3,"['Crop Science', 'Soil Analysis', 'Agricultural Biotechnology', 'Statistical Analysis', 'GIS for Agriculture', 'Experimental Design', 'Plant Pathology', 'Genetics', 'Agronomy Principles', 'Farm Management Software', 'Remote Sensing in Agriculture', 'Pest Management', 'Nutrient Management', 'Horticulture', 'Data Collection']","['Research Skills', 'Problem-Solving', 'Collaboration']","['crop science', 'soil analysis', 'agricultural biotechnology', 'statistical analysis', 'gis for agriculture', 'experimental design', 'plant pathology', 'genetics', 'agronomy principles', 'farm management software', 'remote sensing in agriculture', 'pest management', 'nutrient management', 'horticulture', 'data collection']","['research skills', 'problem-solving', 'collaboration']","['crop science', 'soil analysis', 'agricultural biotechnology', 'statistical analysis', 'gis for agriculture', 'experimental design', 'plant pathology', 'genetics', 'agronomy principles', 'farm management software', 'remote sensing in agriculture', 'pest management', 'nutrient management', 'horticulture', 'data collection', 'research skills', 'problem-solving', 'collaboration']"
134,Wildlife Conservationist,Environmental and Sustainability,Bachelor,Science,2,"['Wildlife Tracking', 'Habitat Restoration', 'Conservation Planning', 'GIS Software', 'Data Analysis', 'Species Identification', 'Field Survey Techniques', 'Population Monitoring', 'Environmental Law', 'Policy Analysis', 'Remote Sensing for Wildlife', 'Grant Writing', 'Ecological Modeling', 'Environmental Education Program Development', 'Resource Management']","['Passion for Wildlife', 'Patience', 'Teamwork']","['wildlife tracking', 'habitat restoration', 'conservation planning', 'gis software', 'data analysis', 'species identification', 'field survey techniques', 'population monitoring', 'environmental law', 'policy analysis', 'remote sensing for wildlife', 'grant writing', 'ecological modeling', 'environmental education program development', 'resource management']","['passion for wildlife', 'patience', 'teamwork']","['wildlife tracking', 'habitat restoration', 'conservation planning', 'gis software', 'data analysis', 'species identification', 'field survey techniques', 'population monitoring', 'environmental law', 'policy analysis', 'remote sensing for wildlife', 'grant writing', 'ecological modeling', 'environmental education program development', 'resource management', 'passion for wildlife', 'patience', 'teamwork']"
135,Environmental Policy Analyst,Law and Government,Master,Arts and Social Sciences,4,"['Policy Analysis', 'Regulatory Compliance', 'Stakeholder Consultation', 'Quantitative Data Analysis', 'Qualitative Research Methods', 'Legislation Research', 'Environmental Law', 'Economic Modeling', 'Impact Assessment', 'Report Writing', 'Public Speaking', 'Environmental Justice Principles', 'Policy Implementation', 'Data Visualization', 'Grant Writing']","['Critical Thinking', 'Communication', 'Negotiation']","['policy analysis', 'regulatory compliance', 'stakeholder consultation', 'quantitative data analysis', 'qualitative research methods', 'legislation research', 'environmental law', 'economic modeling', 'impact assessment', 'report writing', 'public speaking', 'environmental justice principles', 'policy implementation', 'data visualization', 'grant writing']","['critical thinking', 'communication', 'negotiation']","['policy analysis', 'regulatory compliance', 'stakeholder consultation', 'quantitative data analysis', 'qualitative research methods', 'legislation research', 'environmental law', 'economic modeling', 'impact assessment', 'report writing', 'public speaking', 'environmental justice principles', 'policy implementation', 'data visualization', 'grant writing', 'critical thinking', 'communication', 'negotiation']"
136,Hotel Manager,"Travel, Hospitality and Tourism",Bachelor,Business,5,"['Hospitality Management Software', 'Revenue Management', 'Customer Service Systems', 'Front Office Operations', 'Property Management Systems', 'Budgeting and Forecasting', 'Inventory Management', 'Quality Control Standards', 'Staff Scheduling Software', 'Food and Beverage Management', 'CRM Software', 'Health and Safety Regulations', 'POS Systems', 'Housekeeping Management', 'Event Coordination']","['Leadership', 'Communication', 'Problem-Solving']","['hospitality management software', 'revenue management', 'customer service systems', 'front office operations', 'property management systems', 'budgeting and forecasting', 'inventory management', 'quality control standards', 'staff scheduling software', 'food and beverage management', 'crm software', 'health and safety regulations', 'pos systems', 'housekeeping management', 'event coordination']","['leadership', 'communication', 'problem-solving']","['hospitality management software', 'revenue management', 'customer service systems', 'front office operations', 'property management systems', 'budgeting and forecasting', 'inventory management', 'quality control standards', 'staff scheduling software', 'food and beverage management', 'crm software', 'health and safety regulations', 'pos systems', 'housekeeping management', 'event coordination', 'leadership', 'communication', 'problem-solving']"
137,Travel Agent,"Travel, Hospitality and Tourism",nan,Business,1,"['Travel Booking Systems', 'Itinerary Planning Software', 'Customer Service Software', 'GDS Global Distribution System Proficiency', 'Destination Knowledge', 'Fare Calculation', 'Visa and Passport Requirements', 'Travel Insurance Sales', 'CRM Software', 'Reservation Systems', 'E-ticketing', 'Package Tour Creation', 'Supplier Relationship Management', 'Travel Technology Platforms', 'Financial Transaction Processing']","['Communication', 'Sales Skills', 'Attention to Detail']","['travel booking systems', 'itinerary planning software', 'customer service software', 'gds global distribution system proficiency', 'destination knowledge', 'fare calculation', 'visa and passport requirements', 'travel insurance sales', 'crm software', 'reservation systems', 'e-ticketing', 'package tour creation', 'supplier relationship management', 'travel technology platforms', 'financial transaction processing']","['communication', 'sales skills', 'attention to detail']","['travel booking systems', 'itinerary planning software', 'customer service software', 'gds global distribution system proficiency', 'destination knowledge', 'fare calculation', 'visa and passport requirements', 'travel insurance sales', 'crm software', 'reservation systems', 'e-ticketing', 'package tour creation', 'supplier relationship management', 'travel technology platforms', 'financial transaction processing', 'communication', 'sales skills', 'attention to detail']"
138,Tour Guide,"Travel, Hospitality and Tourism",nan,Arts and Social Sciences,0,"['Local Knowledge', 'Multilingual Skills', 'First Aid Certification', 'Navigation Systems', 'Public Speaking', 'Emergency Procedures', 'Customer Service', 'Historical Knowledge', 'Cultural Awareness', 'Group Management Techniques', 'Storytelling', 'Route Planning', 'Map Reading', 'Safety Protocols', 'Communication Devices Operation']","['Public Speaking', 'Enthusiasm', 'Interpersonal Skills']","['local knowledge', 'multilingual skills', 'first aid certification', 'navigation systems', 'public speaking', 'emergency procedures', 'customer service', 'historical knowledge', 'cultural awareness', 'group management techniques', 'storytelling', 'route planning', 'map reading', 'safety protocols', 'communication devices operation']","['public speaking', 'enthusiasm', 'interpersonal skills']","['local knowledge', 'multilingual skills', 'first aid certification', 'navigation systems', 'public speaking', 'emergency procedures', 'customer service', 'historical knowledge', 'cultural awareness', 'group management techniques', 'storytelling', 'route planning', 'map reading', 'safety protocols', 'communication devices operation', 'public speaking', 'enthusiasm', 'interpersonal skills']"
139,Event Planner,"Travel, Hospitality and Tourism",Bachelor,Business,3,"['Event Coordination Software', 'Vendor Management', 'Budgeting', 'Logistics Planning', 'Contract Negotiation', 'Risk Management', 'Marketing and Promotion', 'Event Registration Systems', 'Audio-Visual Equipment Setup', 'Site Selection', 'Sponsorship Management', 'Event Software Platforms', 'Permitting and Licensing', 'Post-Event Evaluation', 'Supplier Relationship Management']","['Organization', 'Creativity', 'Time Management']","['event coordination software', 'vendor management', 'budgeting', 'logistics planning', 'contract negotiation', 'risk management', 'marketing and promotion', 'event registration systems', 'audio-visual equipment setup', 'site selection', 'sponsorship management', 'event software platforms', 'permitting and licensing', 'post-event evaluation', 'supplier relationship management']","['organization', 'creativity', 'time management']","['event coordination software', 'vendor management', 'budgeting', 'logistics planning', 'contract negotiation', 'risk management', 'marketing and promotion', 'event registration systems', 'audio-visual equipment setup', 'site selection', 'sponsorship management', 'event software platforms', 'permitting and licensing', 'post-event evaluation', 'supplier relationship management', 'organization', 'creativity', 'time management']"
140,Flight Attendant,"Travel, Hospitality and Tourism",nan,Business,1,"['Safety Procedures', 'Customer Service', 'First Aid Certification', 'Emergency Response Training', 'Cabin Crew Operations', 'In-flight Service Standards', 'Aircraft Systems Knowledge Basic', 'Food and Beverage Service', 'Cross-Cultural Communication', 'Security Protocols', 'Medical Emergency Response', 'Conflict Resolution', 'Passenger Handling', 'Language Proficiency', 'Communication Systems']","['Communication', 'Patience', 'Teamwork']","['safety procedures', 'customer service', 'first aid certification', 'emergency response training', 'cabin crew operations', 'in-flight service standards', 'aircraft systems knowledge basic', 'food and beverage service', 'cross-cultural communication', 'security protocols', 'medical emergency response', 'conflict resolution', 'passenger handling', 'language proficiency', 'communication systems']","['communication', 'patience', 'teamwork']","['safety procedures', 'customer service', 'first aid certification', 'emergency response training', 'cabin crew operations', 'in-flight service standards', 'aircraft systems knowledge basic', 'food and beverage service', 'cross-cultural communication', 'security protocols', 'medical emergency response', 'conflict resolution', 'passenger handling', 'language proficiency', 'communication systems', 'communication', 'patience', 'teamwork']"
