job_id,job_title,industry,required_education,required_degree_field,years_of_experience,hard_skills,soft_skills,hard_skills_normalized,soft_skills_normalized,all_skills,company,location,employment_type,experience_level,skills_required,salary_min_usd,salary_max_usd,remote_allowed,posted_date,salary_avg_usd,salary_min_inr,salary_max_inr,salary_avg_inr,salary_min_lpa,salary_max_lpa,salary_avg_lpa,skills_list
150,Mathematician,Science and Research,Master,Science,3.0,"['Mathematical Modeling', 'Statistical Analysis', 'Algorithm Development', 'Abstract Algebra', 'Real Analysis', 'Complex Analysis', 'Differential Equations', 'Numerical Analysis', 'Optimization', 'Probability Theory', 'Topology', 'Logic and Proofs', 'Computational Software', 'Data Structures', 'Problem Solving']","['Logical Thinking', 'Creativity', 'Attention to Detail']","['mathematical modeling', 'statistical analysis', 'algorithm development', 'abstract algebra', 'real analysis', 'complex analysis', 'differential equations', 'numerical analysis', 'optimization', 'probability theory', 'topology', 'logic and proofs', 'computational software', 'data structures', 'problem solving']","['logical thinking', 'creativity', 'attention to detail']","['mathematical modeling', 'statistical analysis', 'algorithm development', 'abstract algebra', 'real analysis', 'complex analysis', 'differential equations', 'numerical analysis', 'optimization', 'probability theory', 'topology', 'logic and proofs', 'computational software', 'data structures', 'problem solving', 'logical thinking', 'creativity', 'attention to detail']",,,,,,,,,,,,,,,,,
151,Statistician,Science and Research,Master,Science,3.0,"['Statistical Software R, SAS, Python', 'Data Analysis', 'Experimental Design', 'Regression Analysis', 'Hypothesis Testing', 'Probability Theory', 'Machine Learning Algorithms', 'Data Mining', 'Statistical Modeling', 'Data Visualization', 'Bayesian Statistics', 'Survey Design', 'A/B Testing', 'Sampling Techniques', 'Report Writing Statistical']","['Analytical Thinking', 'Problem-Solving', 'Communication']","['statistical software r, sas, python', 'data analysis', 'experimental design', 'regression analysis', 'hypothesis testing', 'probability theory', 'machine learning algorithms', 'data mining', 'statistical modeling', 'data visualization', 'bayesian statistics', 'survey design', 'a/b testing', 'sampling techniques', 'report writing statistical']","['analytical thinking', 'problem-solving', 'communication']","['statistical software r, sas, python', 'data analysis', 'experimental design', 'regression analysis', 'hypothesis testing', 'probability theory', 'machine learning algorithms', 'data mining', 'statistical modeling', 'data visualization', 'bayesian statistics', 'survey design', 'a/b testing', 'sampling techniques', 'report writing statistical', 'analytical thinking', 'problem-solving', 'communication']",,,,,,,,,,,,,,,,,
152,Geneticist,Science and Research,Master,Science,4.0,"['Genomic Sequencing', 'PCR', 'Bioinformatics', 'DNA Extraction and Purification', 'CRISPR Technology', 'Gene Expression Analysis', 'Cell Culture Techniques', 'Microscopy', 'Statistical Genetics', 'Genetic Counseling Skills', 'Data Analysis Genetic', 'Ethical Considerations in Genetics', 'Next-Generation Sequencing', 'Genotyping', 'Molecular Cloning']","['Research Skills', 'Attention to Detail', 'Collaboration']","['genomic sequencing', 'pcr', 'bioinformatics', 'dna extraction and purification', 'crispr technology', 'gene expression analysis', 'cell culture techniques', 'microscopy', 'statistical genetics', 'genetic counseling skills', 'data analysis genetic', 'ethical considerations in genetics', 'next-generation sequencing', 'genotyping', 'molecular cloning']","['research skills', 'attention to detail', 'collaboration']","['genomic sequencing', 'pcr', 'bioinformatics', 'dna extraction and purification', 'crispr technology', 'gene expression analysis', 'cell culture techniques', 'microscopy', 'statistical genetics', 'genetic counseling skills', 'data analysis genetic', 'ethical considerations in genetics', 'next-generation sequencing', 'genotyping', 'molecular cloning', 'research skills', 'attention to detail', 'collaboration']",,,,,,,,,,,,,,,,,
153,Biomedical Engineer,Healthcare,Bachelor,Engineering,3.0,"['Medical Device Design', 'Biomechanics', 'Signal Processing', 'Biomaterials', 'Medical Imaging Techniques', 'Physiological Modeling', 'Prototyping', 'CAD Software Biomedical', 'Regulatory Compliance Medical Devices', 'Data Acquisition Systems', 'Biosensors', 'Embedded Systems Medical', 'Finite Element Analysis Biomedical', 'Laboratory Testing', 'Quality Assurance Medical Devices']","['Problem-Solving', 'Teamwork', 'Innovation']","['medical device design', 'biomechanics', 'signal processing', 'biomaterials', 'medical imaging techniques', 'physiological modeling', 'prototyping', 'cad software biomedical', 'regulatory compliance medical devices', 'data acquisition systems', 'biosensors', 'embedded systems medical', 'finite element analysis biomedical', 'laboratory testing', 'quality assurance medical devices']","['problem-solving', 'teamwork', 'innovation']","['medical device design', 'biomechanics', 'signal processing', 'biomaterials', 'medical imaging techniques', 'physiological modeling', 'prototyping', 'cad software biomedical', 'regulatory compliance medical devices', 'data acquisition systems', 'biosensors', 'embedded systems medical', 'finite element analysis biomedical', 'laboratory testing', 'quality assurance medical devices', 'problem-solving', 'teamwork', 'innovation']",,,,,,,,,,,,,,,,,
154,Materials Scientist,Science and Research,Master,Science,4.0,"['Materials Characterization', 'Polymer Science', 'Nanotechnology', 'Spectroscopy', 'Microscopy Electron Microscopy', 'X-ray Diffraction', 'Material Synthesis Techniques', 'Thermodynamics of Materials', 'Mechanical Testing of Materials', 'Computational Materials Science', 'Failure Analysis Materials', 'Corrosion Science', 'Thin Film Deposition', 'Solid-State Physics', 'Ceramics Science']","['Research Skills', 'Analytical Thinking', 'Creativity']","['materials characterization', 'polymer science', 'nanotechnology', 'spectroscopy', 'microscopy electron microscopy', 'x-ray diffraction', 'material synthesis techniques', 'thermodynamics of materials', 'mechanical testing of materials', 'computational materials science', 'failure analysis materials', 'corrosion science', 'thin film deposition', 'solid-state physics', 'ceramics science']","['research skills', 'analytical thinking', 'creativity']","['materials characterization', 'polymer science', 'nanotechnology', 'spectroscopy', 'microscopy electron microscopy', 'x-ray diffraction', 'material synthesis techniques', 'thermodynamics of materials', 'mechanical testing of materials', 'computational materials science', 'failure analysis materials', 'corrosion science', 'thin film deposition', 'solid-state physics', 'ceramics science', 'research skills', 'analytical thinking', 'creativity']",,,,,,,,,,,,,,,,,
155,Forensic Scientist,Science and Research,Bachelor,Science,3.0,"['DNA Analysis', 'Toxicology', 'Crime Scene Investigation', 'Fingerprint Analysis', 'Ballistics', 'Trace Evidence Analysis', 'Forensic Chemistry', 'Forensic Biology', 'Microscopy Forensic', 'Laboratory Instrumentation', 'Chain of Custody Procedures', 'Evidence Documentation', 'Courtroom Testimony', 'Data Analysis Forensic', 'Report Writing Forensic']","['Attention to Detail', 'Critical Thinking', 'Communication']","['dna analysis', 'toxicology', 'crime scene investigation', 'fingerprint analysis', 'ballistics', 'trace evidence analysis', 'forensic chemistry', 'forensic biology', 'microscopy forensic', 'laboratory instrumentation', 'chain of custody procedures', 'evidence documentation', 'courtroom testimony', 'data analysis forensic', 'report writing forensic']","['attention to detail', 'critical thinking', 'communication']","['dna analysis', 'toxicology', 'crime scene investigation', 'fingerprint analysis', 'ballistics', 'trace evidence analysis', 'forensic chemistry', 'forensic biology', 'microscopy forensic', 'laboratory instrumentation', 'chain of custody procedures', 'evidence documentation', 'courtroom testimony', 'data analysis forensic', 'report writing forensic', 'attention to detail', 'critical thinking', 'communication']",,,,,,,,,,,,,,,,,
156,Retail Store Manager,Retail and Sales,Bachelor,Business,4.0,"['Inventory Management', 'Sales Analysis', 'Staff Training', 'POS Systems', 'Visual Merchandising', 'Customer Service', 'Budget Management Retail', 'Loss Prevention', 'Merchandising', 'Product Knowledge', 'Store Operations', 'Employee Scheduling Software', 'Cash Handling', 'Reporting Retail Metrics', 'Stock Control']","['Leadership', 'Customer Service', 'Problem-Solving']","['inventory management', 'sales analysis', 'staff training', 'pos systems', 'visual merchandising', 'customer service', 'budget management retail', 'loss prevention', 'merchandising', 'product knowledge', 'store operations', 'employee scheduling software', 'cash handling', 'reporting retail metrics', 'stock control']","['leadership', 'customer service', 'problem-solving']","['inventory management', 'sales analysis', 'staff training', 'pos systems', 'visual merchandising', 'customer service', 'budget management retail', 'loss prevention', 'merchandising', 'product knowledge', 'store operations', 'employee scheduling software', 'cash handling', 'reporting retail metrics', 'stock control', 'leadership', 'customer service', 'problem-solving']",,,,,,,,,,,,,,,,,
157,Cashier,Retail and Sales,nan,Business,0.0,"['Point of Sale Systems', 'Cash Handling', 'Product Knowledge', 'Customer Service', 'Inventory Scanning', 'Payment Processing', 'Receipt Management', 'Basic Math Skills', 'Currency Verification', 'Returns and Exchanges Processing', 'Coupon Redemption', 'Loyalty Program Enrollment', 'Bagging Procedures', 'Cleaning and Stocking', 'Security Procedures Cash']","['Customer Service', 'Attention to Detail', 'Friendliness']","['point of sale systems', 'cash handling', 'product knowledge', 'customer service', 'inventory scanning', 'payment processing', 'receipt management', 'basic math skills', 'currency verification', 'returns and exchanges processing', 'coupon redemption', 'loyalty program enrollment', 'bagging procedures', 'cleaning and stocking', 'security procedures cash']","['customer service', 'attention to detail', 'friendliness']","['point of sale systems', 'cash handling', 'product knowledge', 'customer service', 'inventory scanning', 'payment processing', 'receipt management', 'basic math skills', 'currency verification', 'returns and exchanges processing', 'coupon redemption', 'loyalty program enrollment', 'bagging procedures', 'cleaning and stocking', 'security procedures cash', 'customer service', 'attention to detail', 'friendliness']",,,,,,,,,,,,,,,,,
158,Visual Merchandiser,Retail and Sales,Bachelor,Design,2.0,"['Store Layout Design', 'Display Creation', 'Trend Analysis', 'CAD Software Visual Merchandising', 'Fixture Design', 'Lighting Design', 'Prop Sourcing', 'Product Styling', 'Retail Space Planning', 'Brand Identity Implementation', 'Signage Design', 'Window Display Techniques', 'Seasonal Display Planning', 'Sales Reporting', 'Budget Management Visual Merchandising']","['Creativity', 'Attention to Detail', 'Communication']","['store layout design', 'display creation', 'trend analysis', 'cad software visual merchandising', 'fixture design', 'lighting design', 'prop sourcing', 'product styling', 'retail space planning', 'brand identity implementation', 'signage design', 'window display techniques', 'seasonal display planning', 'sales reporting', 'budget management visual merchandising']","['creativity', 'attention to detail', 'communication']","['store layout design', 'display creation', 'trend analysis', 'cad software visual merchandising', 'fixture design', 'lighting design', 'prop sourcing', 'product styling', 'retail space planning', 'brand identity implementation', 'signage design', 'window display techniques', 'seasonal display planning', 'sales reporting', 'budget management visual merchandising', 'creativity', 'attention to detail', 'communication']",,,,,,,,,,,,,,,,,
159,Customer Service Representative,Retail and Sales,nan,Business,1.0,"['CRM Software', 'Order Processing', 'Product Knowledge', 'Call Center Software', 'Troubleshooting Technical', 'Ticket Management Systems', 'Data Entry', 'Email Management', 'Chat Support Software', 'Active Listening', 'Complaint Resolution', 'Billing Inquiries', 'Refund Processing', 'Service Scripting', 'Multi-channel Communication']","['Communication', 'Empathy', 'Problem-Solving']","['crm software', 'order processing', 'product knowledge', 'call center software', 'troubleshooting technical', 'ticket management systems', 'data entry', 'email management', 'chat support software', 'active listening', 'complaint resolution', 'billing inquiries', 'refund processing', 'service scripting', 'multi-channel communication']","['communication', 'empathy', 'problem-solving']","['crm software', 'order processing', 'product knowledge', 'call center software', 'troubleshooting technical', 'ticket management systems', 'data entry', 'email management', 'chat support software', 'active listening', 'complaint resolution', 'billing inquiries', 'refund processing', 'service scripting', 'multi-channel communication', 'communication', 'empathy', 'problem-solving']",,,,,,,,,,,,,,,,,
160,E-commerce Manager,Retail and Sales,Bachelor,Business,3.0,"['Online Marketing', 'SEO', 'Web Analytics Google Analytics', 'E-commerce Platforms Shopify, Magento', 'Conversion Rate Optimization CRO', 'Digital Advertising PPC, Social Media Ads', 'Content Management Systems CMS', 'Email Marketing Automation', 'A/B Testing', 'UX/UI Principles', 'Data Analysis Sales, Traffic', 'Supply Chain Management', 'Payment Gateway Integration', 'Mobile Commerce Optimization', 'CRM E-commerce']","['Strategic Thinking', 'Communication', 'Adaptability']","['online marketing', 'seo', 'web analytics google analytics', 'e-commerce platforms shopify, magento', 'conversion rate optimization cro', 'digital advertising ppc, social media ads', 'content management systems cms', 'email marketing automation', 'a/b testing', 'ux/ui principles', 'data analysis sales, traffic', 'supply chain management', 'payment gateway integration', 'mobile commerce optimization', 'crm e-commerce']","['strategic thinking', 'communication', 'adaptability']","['online marketing', 'seo', 'web analytics google analytics', 'e-commerce platforms shopify, magento', 'conversion rate optimization cro', 'digital advertising ppc, social media ads', 'content management systems cms', 'email marketing automation', 'a/b testing', 'ux/ui principles', 'data analysis sales, traffic', 'supply chain management', 'payment gateway integration', 'mobile commerce optimization', 'crm e-commerce', 'strategic thinking', 'communication', 'adaptability']",,,,,,,,,,,,,,,,,
161,Sales Associate,Retail and Sales,nan,Business,1.0,"['Product Knowledge', 'Sales Techniques', 'Customer Relationship Management', 'POS Systems', 'Inventory Management', 'Merchandising', 'Cash Handling', 'Upselling and Cross-selling', 'Clienteling', 'CRM Software Basic', 'Retail Math', 'Payment Processing', 'Order Fulfillment', 'Returns Processing', 'Sales Reporting Basic']","['Communication', 'Persuasion', 'Friendliness']","['product knowledge', 'sales techniques', 'customer relationship management', 'pos systems', 'inventory management', 'merchandising', 'cash handling', 'upselling and cross-selling', 'clienteling', 'crm software basic', 'retail math', 'payment processing', 'order fulfillment', 'returns processing', 'sales reporting basic']","['communication', 'persuasion', 'friendliness']","['product knowledge', 'sales techniques', 'customer relationship management', 'pos systems', 'inventory management', 'merchandising', 'cash handling', 'upselling and cross-selling', 'clienteling', 'crm software basic', 'retail math', 'payment processing', 'order fulfillment', 'returns processing', 'sales reporting basic', 'communication', 'persuasion', 'friendliness']",,,,,,,,,,,,,,,,,
162,Account Manager,Retail and Sales,Bachelor,Business,3.0,"['Client Relationship Management', 'Sales Forecasting', 'Contract Negotiation', 'CRM Software Salesforce', 'Presentation Skills', 'Budget Management Client Accounts', 'Data Analysis Client Performance', 'Project Management Client Projects', 'Upselling and Cross-selling', 'Account Planning', 'Customer Retention Strategies', 'Product Knowledge Expert', 'Proposal Development', 'Sales Reporting', 'Vendor Management Client-side']","['Communication', 'Negotiation', 'Problem-Solving']","['client relationship management', 'sales forecasting', 'contract negotiation', 'crm software salesforce', 'presentation skills', 'budget management client accounts', 'data analysis client performance', 'project management client projects', 'upselling and cross-selling', 'account planning', 'customer retention strategies', 'product knowledge expert', 'proposal development', 'sales reporting', 'vendor management client-side']","['communication', 'negotiation', 'problem-solving']","['client relationship management', 'sales forecasting', 'contract negotiation', 'crm software salesforce', 'presentation skills', 'budget management client accounts', 'data analysis client performance', 'project management client projects', 'upselling and cross-selling', 'account planning', 'customer retention strategies', 'product knowledge expert', 'proposal development', 'sales reporting', 'vendor management client-side', 'communication', 'negotiation', 'problem-solving']",,,,,,,,,,,,,,,,,
163,Key Account Executive,Retail and Sales,Bachelor,Business,4.0,"['Account Strategy Development', 'Revenue Growth Management', 'Market Analysis', 'Complex Sales Cycle Management', 'Executive-Level Presentation', 'CRM Software Advanced', 'Financial Acumen', 'Negotiation Advanced', 'Strategic Planning', 'Customer Journey Mapping', 'Contract Management', 'Forecasting and Pipeline Management', 'Business Development', 'Solution Selling', 'Competitive Analysis']","['Relationship Building', 'Negotiation', 'Strategic Thinking']","['account strategy development', 'revenue growth management', 'market analysis', 'complex sales cycle management', 'executive-level presentation', 'crm software advanced', 'financial acumen', 'negotiation advanced', 'strategic planning', 'customer journey mapping', 'contract management', 'forecasting and pipeline management', 'business development', 'solution selling', 'competitive analysis']","['relationship building', 'negotiation', 'strategic thinking']","['account strategy development', 'revenue growth management', 'market analysis', 'complex sales cycle management', 'executive-level presentation', 'crm software advanced', 'financial acumen', 'negotiation advanced', 'strategic planning', 'customer journey mapping', 'contract management', 'forecasting and pipeline management', 'business development', 'solution selling', 'competitive analysis', 'relationship building', 'negotiation', 'strategic thinking']",,,,,,,,,,,,,,,,,
164,Retail Buyer,Retail and Sales,Bachelor,Business,3.0,"['Vendor Negotiation', 'Inventory Planning', 'Trend Forecasting', 'Supply Chain Management', 'Retail Math', 'Merchandising Strategies', 'Product Sourcing', 'Quality Control Supplier', 'Cost Analysis', 'Market Research', 'Supplier Relationship Management', 'ERP Systems Purchasing Modules', 'Assortment Planning', 'Pricing Strategy', 'Purchase Order Management']","['Analytical Thinking', 'Decision-Making', 'Communication']","['vendor negotiation', 'inventory planning', 'trend forecasting', 'supply chain management', 'retail math', 'merchandising strategies', 'product sourcing', 'quality control supplier', 'cost analysis', 'market research', 'supplier relationship management', 'erp systems purchasing modules', 'assortment planning', 'pricing strategy', 'purchase order management']","['analytical thinking', 'decision-making', 'communication']","['vendor negotiation', 'inventory planning', 'trend forecasting', 'supply chain management', 'retail math', 'merchandising strategies', 'product sourcing', 'quality control supplier', 'cost analysis', 'market research', 'supplier relationship management', 'erp systems purchasing modules', 'assortment planning', 'pricing strategy', 'purchase order management', 'analytical thinking', 'decision-making', 'communication']",,,,,,,,,,,,,,,,,
165,Merchandise Planner,Retail and Sales,Bachelor,Business,3.0,"['Demand Forecasting', 'Inventory Optimization', 'Sales Analysis', 'Statistical Modeling', 'Retail Planning Software', 'Open-to-Buy Planning', 'Assortment Planning', 'Promotion Planning', 'Data Visualization', 'ERP Systems Planning Modules', 'Supply Chain Management', 'Pricing Strategy', 'Markdown Management', 'Product Lifecycle Management', 'Report Generation Sales & Inventory']","['Analytical Skills', 'Attention to Detail', 'Problem-Solving']","['demand forecasting', 'inventory optimization', 'sales analysis', 'statistical modeling', 'retail planning software', 'open-to-buy planning', 'assortment planning', 'promotion planning', 'data visualization', 'erp systems planning modules', 'supply chain management', 'pricing strategy', 'markdown management', 'product lifecycle management', 'report generation sales & inventory']","['analytical skills', 'attention to detail', 'problem-solving']","['demand forecasting', 'inventory optimization', 'sales analysis', 'statistical modeling', 'retail planning software', 'open-to-buy planning', 'assortment planning', 'promotion planning', 'data visualization', 'erp systems planning modules', 'supply chain management', 'pricing strategy', 'markdown management', 'product lifecycle management', 'report generation sales & inventory', 'analytical skills', 'attention to detail', 'problem-solving']",,,,,,,,,,,,,,,,,
166,Public Policy Analyst,Law and Government,Master,Arts and Social Sciences,4.0,"['Policy Research', 'Legislative Analysis', 'Stakeholder Engagement', 'Quantitative Data Analysis', 'Qualitative Research Methods', 'Econometrics', 'Program Evaluation', 'Report Writing Policy Briefs', 'Public Speaking', 'Statistical Software', 'Cost-Benefit Analysis', 'Legal Research', 'Policy Advocacy', 'Data Visualization', 'Survey Design']","['Critical Thinking', 'Communication', 'Negotiation']","['policy research', 'legislative analysis', 'stakeholder engagement', 'quantitative data analysis', 'qualitative research methods', 'econometrics', 'program evaluation', 'report writing policy briefs', 'public speaking', 'statistical software', 'cost-benefit analysis', 'legal research', 'policy advocacy', 'data visualization', 'survey design']","['critical thinking', 'communication', 'negotiation']","['policy research', 'legislative analysis', 'stakeholder engagement', 'quantitative data analysis', 'qualitative research methods', 'econometrics', 'program evaluation', 'report writing policy briefs', 'public speaking', 'statistical software', 'cost-benefit analysis', 'legal research', 'policy advocacy', 'data visualization', 'survey design', 'critical thinking', 'communication', 'negotiation']",,,,,,,,,,,,,,,,,
167,Police Officer,Law and Government,nan,Arts and Social Sciences,2.0,"['Law Enforcement Procedures', 'Criminal Investigation Techniques', 'First Aid Certification', 'Firearm Proficiency', 'Defensive Tactics', 'Report Writing Police', 'Evidence Collection', 'Traffic Enforcement', 'Crisis Intervention', 'CPR Certification', 'Navigation and Map Reading', 'Radio Communication', 'Vehicle Operation Emergency', 'Baton and Handcuffing Techniques', 'Surveillance Techniques']","['Communication', 'Decision-Making', 'Physical Fitness']","['law enforcement procedures', 'criminal investigation techniques', 'first aid certification', 'firearm proficiency', 'defensive tactics', 'report writing police', 'evidence collection', 'traffic enforcement', 'crisis intervention', 'cpr certification', 'navigation and map reading', 'radio communication', 'vehicle operation emergency', 'baton and handcuffing techniques', 'surveillance techniques']","['communication', 'decision-making', 'physical fitness']","['law enforcement procedures', 'criminal investigation techniques', 'first aid certification', 'firearm proficiency', 'defensive tactics', 'report writing police', 'evidence collection', 'traffic enforcement', 'crisis intervention', 'cpr certification', 'navigation and map reading', 'radio communication', 'vehicle operation emergency', 'baton and handcuffing techniques', 'surveillance techniques', 'communication', 'decision-making', 'physical fitness']",,,,,,,,,,,,,,,,,
168,Firefighter,Law and Government,nan,Arts and Social Sciences,2.0,"['Fire Suppression Techniques', 'Emergency Medical Response', 'Hazardous Materials Handling', 'Technical Rescue Operations', 'First Aid Certification', 'CPR Certification', 'Hose Line Operations', 'Ladder Operations', 'Ventilation Techniques', 'SCBA Self-Contained Breathing Apparatus Operation', 'Salvage and Overhaul', 'Vehicle Extrication', 'Knot Tying', 'Fire Apparatus Operation', 'Incident Command System']","['Bravery', 'Teamwork', 'Physical Fitness']","['fire suppression techniques', 'emergency medical response', 'hazardous materials handling', 'technical rescue operations', 'first aid certification', 'cpr certification', 'hose line operations', 'ladder operations', 'ventilation techniques', 'scba self-contained breathing apparatus operation', 'salvage and overhaul', 'vehicle extrication', 'knot tying', 'fire apparatus operation', 'incident command system']","['bravery', 'teamwork', 'physical fitness']","['fire suppression techniques', 'emergency medical response', 'hazardous materials handling', 'technical rescue operations', 'first aid certification', 'cpr certification', 'hose line operations', 'ladder operations', 'ventilation techniques', 'scba self-contained breathing apparatus operation', 'salvage and overhaul', 'vehicle extrication', 'knot tying', 'fire apparatus operation', 'incident command system', 'bravery', 'teamwork', 'physical fitness']",,,,,,,,,,,,,,,,,
169,Diplomat,Law and Government,Master,Arts and Social Sciences,2.0,"['Foreign Language Proficiency', 'International Relations Knowledge', 'Negotiation and Mediation', 'Public Speaking', 'Cross-Cultural Communication', 'Policy Analysis International', 'International Law', 'Crisis Management', 'Report Writing Diplomatic', 'Protocol Adherence', 'Economic Analysis Global', 'Geopolitical Analysis', 'Treaty Interpretation', 'Communication Strategy', 'Grant Writing International']","['Cultural Sensitivity and Awareness', 'Emotional Intelligence', 'Communication']","['foreign language proficiency', 'international relations knowledge', 'negotiation and mediation', 'public speaking', 'cross-cultural communication', 'policy analysis international', 'international law', 'crisis management', 'report writing diplomatic', 'protocol adherence', 'economic analysis global', 'geopolitical analysis', 'treaty interpretation', 'communication strategy', 'grant writing international']","['cultural sensitivity and awareness', 'emotional intelligence', 'communication']","['foreign language proficiency', 'international relations knowledge', 'negotiation and mediation', 'public speaking', 'cross-cultural communication', 'policy analysis international', 'international law', 'crisis management', 'report writing diplomatic', 'protocol adherence', 'economic analysis global', 'geopolitical analysis', 'treaty interpretation', 'communication strategy', 'grant writing international', 'cultural sensitivity and awareness', 'emotional intelligence', 'communication']",,,,,,,,,,,,,,,,,
170,Immigration Officer,Law and Government,Bachelor,Arts and Social Sciences,3.0,"['Immigration Law', 'Case Management Software', 'Document Verification', 'Interviewing Techniques', 'Border Security Procedures', 'Database Management Immigration', 'Regulatory Compliance', 'Legal Research Immigration', 'Biometric Systems Operation', 'Data Entry and Record Keeping', 'Language Proficiency', 'Fraud Detection', 'Risk Assessment', 'Customs Regulations', 'Public Safety Procedures']","['Communication', 'Empathy', 'Attention to Detail']","['immigration law', 'case management software', 'document verification', 'interviewing techniques', 'border security procedures', 'database management immigration', 'regulatory compliance', 'legal research immigration', 'biometric systems operation', 'data entry and record keeping', 'language proficiency', 'fraud detection', 'risk assessment', 'customs regulations', 'public safety procedures']","['communication', 'empathy', 'attention to detail']","['immigration law', 'case management software', 'document verification', 'interviewing techniques', 'border security procedures', 'database management immigration', 'regulatory compliance', 'legal research immigration', 'biometric systems operation', 'data entry and record keeping', 'language proficiency', 'fraud detection', 'risk assessment', 'customs regulations', 'public safety procedures', 'communication', 'empathy', 'attention to detail']",,,,,,,,,,,,,,,,,
171,Judge,Law and Government,Master,Arts and Social Sciences,5.0,"['Legal Research', 'Judicial Procedures', 'Courtroom Management', 'Statutory Interpretation', 'Case Analysis', 'Evidence Admissibility Rules', 'Sentencing Guidelines', 'Legal Writing Opinions', 'Pleading and Motion Review', 'Jurisprudence', 'Appellate Procedures', 'Legal Drafting', 'Electronic Case Management Systems', 'Constitutional Law', 'Legal Ethics']","['Decision-Making', 'Integrity', 'Leadership']","['legal research', 'judicial procedures', 'courtroom management', 'statutory interpretation', 'case analysis', 'evidence admissibility rules', 'sentencing guidelines', 'legal writing opinions', 'pleading and motion review', 'jurisprudence', 'appellate procedures', 'legal drafting', 'electronic case management systems', 'constitutional law', 'legal ethics']","['decision-making', 'integrity', 'leadership']","['legal research', 'judicial procedures', 'courtroom management', 'statutory interpretation', 'case analysis', 'evidence admissibility rules', 'sentencing guidelines', 'legal writing opinions', 'pleading and motion review', 'jurisprudence', 'appellate procedures', 'legal drafting', 'electronic case management systems', 'constitutional law', 'legal ethics', 'decision-making', 'integrity', 'leadership']",,,,,,,,,,,,,,,,,
172,Paralegal,Law and Government,Bachelor,Arts and Social Sciences,2.0,"['Legal Writing', 'Document Drafting', 'Case Preparation', 'Legal Research Databases', 'Pleadings and Motions Preparation', 'Discovery Management', 'Trial Preparation', 'Client Interviewing', 'Docketing and Calendaring', 'e-Discovery', 'Legal Citation', 'Transcription', 'Database Management Legal', 'Legal Software', 'Records Management']","['Organization', 'Time Management', 'Teamwork']","['legal writing', 'document drafting', 'case preparation', 'legal research databases', 'pleadings and motions preparation', 'discovery management', 'trial preparation', 'client interviewing', 'docketing and calendaring', 'e-discovery', 'legal citation', 'transcription', 'database management legal', 'legal software', 'records management']","['organization', 'time management', 'teamwork']","['legal writing', 'document drafting', 'case preparation', 'legal research databases', 'pleadings and motions preparation', 'discovery management', 'trial preparation', 'client interviewing', 'docketing and calendaring', 'e-discovery', 'legal citation', 'transcription', 'database management legal', 'legal software', 'records management', 'organization', 'time management', 'teamwork']",,,,,,,,,,,,,,,,,
173,Legal Assistant,Law and Government,Bachelor,Arts and Social Sciences,1.0,"['Legal Research', 'Document Management', 'Scheduling', 'Office Suite Proficiency', 'Data Entry', 'Client Communication', 'Filing Systems Legal', 'Calendar Management', 'Dictation Transcription', 'Billing and Invoicing Software', 'Correspondence Management', 'Trial Exhibit Preparation', 'Legal Terminology', 'Records Request Processing', 'Notary Public']","['Communication', 'Attention to Detail', 'Adaptability']","['legal research', 'document management', 'scheduling', 'office suite proficiency', 'data entry', 'client communication', 'filing systems legal', 'calendar management', 'dictation transcription', 'billing and invoicing software', 'correspondence management', 'trial exhibit preparation', 'legal terminology', 'records request processing', 'notary public']","['communication', 'attention to detail', 'adaptability']","['legal research', 'document management', 'scheduling', 'office suite proficiency', 'data entry', 'client communication', 'filing systems legal', 'calendar management', 'dictation transcription', 'billing and invoicing software', 'correspondence management', 'trial exhibit preparation', 'legal terminology', 'records request processing', 'notary public', 'communication', 'attention to detail', 'adaptability']",,,,,,,,,,,,,,,,,
174,Public Defender,Law and Government,Master,Arts and Social Sciences,4.0,"['Criminal Law', 'Trial Advocacy', 'Client Representation', 'Legal Research', 'Cross-Examination Techniques', 'Plea Bargaining', 'Motions Practice', 'Discovery Analysis', 'Sentencing Advocacy', 'Jury Selection', 'Legal Writing Briefs', 'Evidence Rules', 'Case Theory Development', 'Legal Ethics', 'Interviewing Skills Client']","['Empathy', 'Public Speaking', 'Resilience']","['criminal law', 'trial advocacy', 'client representation', 'legal research', 'cross-examination techniques', 'plea bargaining', 'motions practice', 'discovery analysis', 'sentencing advocacy', 'jury selection', 'legal writing briefs', 'evidence rules', 'case theory development', 'legal ethics', 'interviewing skills client']","['empathy', 'public speaking', 'resilience']","['criminal law', 'trial advocacy', 'client representation', 'legal research', 'cross-examination techniques', 'plea bargaining', 'motions practice', 'discovery analysis', 'sentencing advocacy', 'jury selection', 'legal writing briefs', 'evidence rules', 'case theory development', 'legal ethics', 'interviewing skills client', 'empathy', 'public speaking', 'resilience']",,,,,,,,,,,,,,,,,
