id_num,job_title,short_description,industry,pay_grade,normalized_skills,missing_skills,skill_gap_percentage,skill_gap_priority
537,Database Administrator,Manage and maintain database systems and data integrity,Technology,Average paying,"['database management', 'sql', 'backup and recovery', 'performance tuning', 'security']",['logical reasoning problem solving attention to detail systems thinking security awareness'],100.0,Critical
537,Database Administrator,Manage and maintain database systems and data integrity,Technology,Average paying,"['database management', 'sql', 'backup and recovery', 'performance tuning', 'security']","['backup and recovery', 'database management', 'performance tuning', 'security']",80.0,Critical
538,Compliance Officer,Ensure organizational adherence to regulatory requirements,Legal Services,Average paying,"['regulatory knowledge', 'risk assessment', 'audit skills', 'communication', 'attention to detail']",['attention to detail communication problem solving ethical reasoning analytical thinking'],100.0,Critical
538,Compliance Officer,Ensure organizational adherence to regulatory requirements,Legal Services,Average paying,"['regulatory knowledge', 'risk assessment', 'audit skills', 'communication', 'attention to detail']","['attention to detail', 'audit skills', 'communication', 'regulatory knowledge', 'risk assessment']",100.0,Critical
539,User Experience Designer,Design intuitive and engaging user interfaces,Technology,Average paying,"['ux design', 'prototyping', 'user research', 'visual design', 'interaction design']","['interaction design', 'prototyping', 'user research', 'ux design', 'visual design']",100.0,Critical
540,Social Media Manager,Manage social media presence and engagement strategies,Marketing,Average paying,"['social media platforms', 'content creation', 'analytics', 'community management', 'brand management']",['creative thinking trend awareness communication brand awareness community building'],100.0,Critical
540,Social Media Manager,Manage social media presence and engagement strategies,Marketing,Average paying,"['social media platforms', 'content creation', 'analytics', 'community management', 'brand management']","['analytics', 'brand management', 'community management', 'content creation', 'social media platforms']",100.0,Critical
541,Laboratory Technician,Conduct scientific tests and experiments in laboratory settings,Science & Research,Average paying,"['laboratory techniques', 'data collection', 'scientific equipment', 'safety protocols', 'attention to detail']",['attention to detail safety awareness analytical thinking organization technical aptitude'],100.0,Critical
541,Laboratory Technician,Conduct scientific tests and experiments in laboratory settings,Science & Research,Average paying,"['laboratory techniques', 'data collection', 'scientific equipment', 'safety protocols', 'attention to detail']","['attention to detail', 'data collection', 'laboratory techniques', 'safety protocols', 'scientific equipment']",100.0,Critical
542,Purchasing Agent,Negotiate and manage procurement of goods and services,Business Services,Average paying,"['negotiation', 'vendor management', 'cost analysis', 'contract management', 'supply chain knowledge']","['contract management', 'cost analysis', 'negotiation', 'supply chain knowledge', 'vendor management']",100.0,Critical
543,Health Information Technician,Manage and organize healthcare data and records,Healthcare,Average paying,"['medical coding', 'health information systems', 'data management', 'privacy regulations', 'attention to detail']","['attention to detail', 'data management', 'health information systems', 'medical coding', 'privacy regulations']",100.0,Critical
544,Paralegal,Provide legal support and research assistance,Legal Services,Average paying,"['legal research', 'document preparation', 'case management', 'legal software', 'communication']","['case management', 'communication', 'document preparation', 'legal research', 'legal software']",100.0,Critical
545,Event Coordinator,Plan and execute corporate and special events,Event Planning,Average paying,"['event planning', 'vendor management', 'budget management', 'communication', 'time management']","['budget management', 'communication', 'event planning', 'time management', 'vendor management']",100.0,Critical
546,Graphic Designer,Create visual content for various media and platforms,Creative Services,Average paying,"['graphic design', 'adobe creative suite', 'visual communication', 'brand guidelines', 'creativity']",['creativity visual communication color theory artistic skills brand awareness'],100.0,Critical
546,Graphic Designer,Create visual content for various media and platforms,Creative Services,Average paying,"['graphic design', 'adobe creative suite', 'visual communication', 'brand guidelines', 'creativity']","['adobe creative suite', 'brand guidelines', 'creativity', 'graphic design', 'visual communication']",100.0,Critical
547,Sales Development Representative,Generate leads and qualify prospects for sales team,Sales,Average paying,"['lead generation', 'crm systems', 'communication', 'sales process', 'prospecting']","['communication', 'crm systems', 'lead generation', 'prospecting', 'sales process']",100.0,Critical
548,Manufacturing Engineer,Optimize manufacturing processes and production efficiency,Manufacturing,Average paying,"['manufacturing processes', 'lean manufacturing', 'cad', 'process improvement', 'quality control']","['cad', 'lean manufacturing', 'manufacturing processes', 'process improvement', 'quality control']",100.0,Critical
549,Tax Accountant,Prepare and file tax returns for individuals and businesses,Finance,Average paying,"['tax law', 'accounting software', 'attention to detail', 'analytical skills', 'communication']","['accounting software', 'analytical skills', 'attention to detail', 'communication', 'tax law']",100.0,Critical
550,Content Marketing Manager,Develop content strategies to drive brand awareness and engagement,Marketing,Average paying,"['content strategy', 'seo', 'analytics', 'brand management', 'creative writing']","['analytics', 'brand management', 'content strategy', 'creative writing', 'seo']",100.0,Critical
551,Help Desk Technician,Provide first-level technical support to end users,Technology,Low paying,"['technical support', 'troubleshooting', 'customer service', 'it systems', 'communication']","['communication', 'customer service', 'it systems', 'technical support', 'troubleshooting']",100.0,Critical
552,Administrative Assistant,Provide administrative support to executives and teams,Business Services,Low paying,"['office administration', 'calendar management', 'communication', 'microsoft office', 'organization']",['organization multitasking communication attention to detail discretion'],100.0,Critical
552,Administrative Assistant,Provide administrative support to executives and teams,Business Services,Low paying,"['office administration', 'calendar management', 'communication', 'microsoft office', 'organization']","['calendar management', 'communication', 'microsoft office', 'office administration', 'organization']",100.0,Critical
553,Customer Service Representative,Handle customer inquiries and resolve issues,Customer Service,Low paying,"['customer service', 'communication', 'problem solving', 'crm systems', 'patience']",['active listening patience problem solving communication empathy'],100.0,Critical
553,Customer Service Representative,Handle customer inquiries and resolve issues,Customer Service,Low paying,"['customer service', 'communication', 'problem solving', 'crm systems', 'patience']","['communication', 'crm systems', 'customer service', 'patience', 'problem solving']",100.0,Critical
554,Data Entry Clerk,Input and maintain accurate data in computer systems,Business Services,Low paying,"['data entry', 'attention to detail', 'typing speed', 'database software', 'accuracy']","['accuracy', 'attention to detail', 'data entry', 'database software', 'typing speed']",100.0,Critical
555,Receptionist,Greet visitors and manage front desk operations,Business Services,Low paying,"['customer service', 'phone etiquette', 'scheduling', 'communication', 'professional appearance']",['communication organization multitasking customer service attention to detail'],100.0,Critical
555,Receptionist,Greet visitors and manage front desk operations,Business Services,Low paying,"['customer service', 'phone etiquette', 'scheduling', 'communication', 'professional appearance']","['communication', 'customer service', 'phone etiquette', 'professional appearance', 'scheduling']",100.0,Critical
556,Warehouse Associate,Handle inventory management and order fulfillment,Warehousing,Low paying,"['inventory management', 'physical stamina', 'attention to detail', 'warehouse management systems', 'safety']","['attention to detail', 'inventory management', 'physical stamina', 'safety', 'warehouse management systems']",100.0,Critical
557,Retail Sales Associate,Assist customers with purchases and product information,Retail,Low paying,"['customer service', 'sales skills', 'product knowledge', 'cash handling', 'communication']",['communication customer service persuasion product knowledge patience'],100.0,Critical
557,Retail Sales Associate,Assist customers with purchases and product information,Retail,Low paying,"['customer service', 'sales skills', 'product knowledge', 'cash handling', 'communication']","['cash handling', 'communication', 'customer service', 'product knowledge', 'sales skills']",100.0,Critical
558,Food Service Worker,Prepare and serve food in restaurant or cafeteria settings,Food Service,Low paying,"['food preparation', 'customer service', 'sanitation', 'teamwork', 'physical stamina']","['customer service', 'food preparation', 'physical stamina', 'sanitation', 'teamwork']",100.0,Critical
559,Security Guard,Monitor premises and ensure safety and security,Security,Low paying,"['security procedures', 'observation skills', 'communication', 'physical fitness', 'emergency response']",['vigilance communication problem solving stress management physical fitness'],100.0,Critical
559,Security Guard,Monitor premises and ensure safety and security,Security,Low paying,"['security procedures', 'observation skills', 'communication', 'physical fitness', 'emergency response']","['communication', 'emergency response', 'observation skills', 'physical fitness', 'security procedures']",100.0,Critical
560,Janitor,Maintain cleanliness and sanitation of facilities,Cleaning Services,Low paying,"['cleaning techniques', 'equipment operation', 'attention to detail', 'physical stamina', 'time management']",['attention to detail time management physical stamina safety awareness work ethic'],100.0,Critical
560,Janitor,Maintain cleanliness and sanitation of facilities,Cleaning Services,Low paying,"['cleaning techniques', 'equipment operation', 'attention to detail', 'physical stamina', 'time management']","['attention to detail', 'cleaning techniques', 'equipment operation', 'physical stamina', 'time management']",100.0,Critical
561,Delivery Driver,Transport goods and packages to customers,Transportation,Low paying,"['driving skills', 'navigation', 'customer service', 'time management', 'physical stamina']",['time management customer service navigation problem solving physical stamina'],100.0,Critical
561,Delivery Driver,Transport goods and packages to customers,Transportation,Low paying,"['driving skills', 'navigation', 'customer service', 'time management', 'physical stamina']","['customer service', 'driving skills', 'navigation', 'physical stamina', 'time management']",100.0,Critical
562,Cashier,Process customer transactions and handle payments,Retail,Low paying,"['cash handling', 'customer service', 'attention to detail', 'point of sale systems', 'mathematics']",['attention to detail communication customer service mathematical accuracy multitasking'],100.0,Critical
562,Cashier,Process customer transactions and handle payments,Retail,Low paying,"['cash handling', 'customer service', 'attention to detail', 'point of sale systems', 'mathematics']","['attention to detail', 'cash handling', 'customer service', 'mathematics', 'point of sale systems']",100.0,Critical
563,Maintenance Worker,Perform routine maintenance and repairs on facilities,Maintenance Services,Low paying,"['maintenance skills', 'tool usage', 'problem solving', 'safety protocols', 'physical skills']","['maintenance skills', 'physical skills', 'problem solving', 'safety protocols', 'tool usage']",100.0,Critical
564,Landscaping Worker,Maintain and beautify outdoor spaces and gardens,Landscaping,Low paying,"['landscaping', 'plant knowledge', 'equipment operation', 'physical stamina', 'attention to detail']","['attention to detail', 'equipment operation', 'landscaping', 'physical stamina', 'plant knowledge']",100.0,Critical
565,Kitchen Assistant,Support kitchen operations in food service establishments,Food Service,Low paying,"['food preparation', 'sanitation', 'teamwork', 'physical stamina', 'following instructions']","['following instructions', 'food preparation', 'physical stamina', 'sanitation', 'teamwork']",100.0,Critical
566,Parking Attendant,Manage parking facilities and assist customers,Facilities Management,Low paying,"['customer service', 'cash handling', 'attention to detail', 'physical activity', 'communication']","['attention to detail', 'cash handling', 'communication', 'customer service', 'physical activity']",100.0,Critical
567,Farm Worker,Perform agricultural tasks and crop maintenance,Agriculture,Low paying,"['agricultural skills', 'physical stamina', 'equipment operation', 'seasonal work', 'attention to detail']","['agricultural skills', 'attention to detail', 'equipment operation', 'physical stamina', 'seasonal work']",100.0,Critical
568,Housekeeping Aide,Clean and maintain residential or commercial properties,Cleaning Services,Low paying,"['cleaning skills', 'attention to detail', 'time management', 'physical stamina', 'reliability']","['attention to detail', 'cleaning skills', 'physical stamina', 'reliability', 'time management']",100.0,Critical
569,Library Assistant,Support library operations and help patrons,Education,Low paying,"['customer service', 'organization', 'computer skills', 'attention to detail', 'communication']",['research skills communication organization customer service attention to detail'],100.0,Critical
569,Library Assistant,Support library operations and help patrons,Education,Low paying,"['customer service', 'organization', 'computer skills', 'attention to detail', 'communication']","['attention to detail', 'communication', 'computer skills', 'customer service', 'organization']",100.0,Critical
570,Assembly Line Worker,Assemble products on manufacturing production lines,Manufacturing,Low paying,"['manual dexterity', 'attention to detail', 'teamwork', 'physical stamina', 'quality control']",['manual dexterity attention to detail repetitive task management teamwork quality focus'],100.0,Critical
570,Assembly Line Worker,Assemble products on manufacturing production lines,Manufacturing,Low paying,"['manual dexterity', 'attention to detail', 'teamwork', 'physical stamina', 'quality control']","['attention to detail', 'manual dexterity', 'physical stamina', 'quality control', 'teamwork']",100.0,Critical
571,Childcare Worker,Supervise and care for children in daycare settings,Education,Low paying,"['child development', 'patience', 'communication', 'safety awareness', 'creativity']","['child development', 'communication', 'creativity', 'patience', 'safety awareness']",100.0,Critical
572,Dog Walker,Provide exercise and care services for pets,Pet Services,Low paying,"['animal handling', 'physical fitness', 'reliability', 'love for animals', 'communication']","['animal handling', 'communication', 'love for animals', 'physical fitness', 'reliability']",100.0,Critical
573,Dishwasher,Clean dishes and maintain kitchen sanitation,Food Service,Low paying,"['sanitation', 'physical stamina', 'teamwork', 'attention to detail', 'following instructions']","['attention to detail', 'following instructions', 'physical stamina', 'sanitation', 'teamwork']",100.0,Critical
574,Hotel Housekeeper,Clean and maintain hotel rooms and facilities,Hospitality,Low paying,"['cleaning skills', 'attention to detail', 'time management', 'physical stamina', 'hospitality']","['attention to detail', 'cleaning skills', 'hospitality', 'physical stamina', 'time management']",100.0,Critical
575,Telemarketer,Make outbound calls to promote products or services,Sales,Low paying,"['communication', 'persistence', 'sales skills', 'computer skills', 'stress management']","['communication', 'computer skills', 'persistence', 'sales skills', 'stress management']",100.0,Critical
576,Product Manager,Define product strategy and coordinate development teams,Technology,High paying,"['product management', 'market research', 'stakeholder management', 'analytics', 'strategic thinking']",['strategic thinking leadership communication market awareness decision making'],100.0,Critical
576,Product Manager,Define product strategy and coordinate development teams,Technology,High paying,"['product management', 'market research', 'stakeholder management', 'analytics', 'strategic thinking']","['analytics', 'market research', 'product management', 'stakeholder management', 'strategic thinking']",100.0,Critical
577,Principal Data Scientist,Lead data science initiatives and advanced analytics projects,Technology,High paying,"['advanced statistics', 'machine learning', 'team leadership', 'business strategy', 'python', 'r']","['advanced statistics', 'business strategy', 'r', 'team leadership']",66.66666666666666,High
578,Senior DevOps Engineer,Design and implement CI/CD pipelines and infrastructure automation,Technology,High paying,"['devops', 'kubernetes', 'cloud platforms', 'infrastructure as code', 'automation']","['automation', 'cloud platforms', 'devops', 'infrastructure as code', 'kubernetes']",100.0,Critical
579,Enterprise Architect,Design enterprise-wide technology architecture and standards,Technology,High paying,"['enterprise architecture', 'system integration', 'technology strategy', 'leadership', 'communication']","['communication', 'enterprise architecture', 'leadership', 'system integration', 'technology strategy']",100.0,Critical
580,Chief Marketing Officer,Develop and execute comprehensive marketing strategies,Executive Leadership,High paying,"['marketing strategy', 'brand management', 'digital marketing', 'team leadership', 'analytics']",['strategic thinking brand leadership communication market awareness innovation'],100.0,Critical
580,Chief Marketing Officer,Develop and execute comprehensive marketing strategies,Executive Leadership,High paying,"['marketing strategy', 'brand management', 'digital marketing', 'team leadership', 'analytics']","['analytics', 'brand management', 'digital marketing', 'marketing strategy', 'team leadership']",100.0,Critical
581,Investment Manager,Manage investment portfolios and client relationships,Finance,High paying,"['portfolio management', 'financial analysis', 'risk management', 'client relations', 'market knowledge']","['client relations', 'financial analysis', 'market knowledge', 'portfolio management', 'risk management']",100.0,Critical
582,Cardiologist,Diagnose and treat heart and cardiovascular conditions,Healthcare,High paying,"['medical expertise', 'diagnostic skills', 'patient care', 'surgical skills', 'continuous learning']","['continuous learning', 'diagnostic skills', 'medical expertise', 'patient care', 'surgical skills']",100.0,Critical
583,Patent Attorney,Provide legal counsel on intellectual property matters,Legal Services,High paying,"['patent law', 'technical knowledge', 'legal research', 'writing skills', 'analytical thinking']","['analytical thinking', 'legal research', 'patent law', 'technical knowledge', 'writing skills']",100.0,Critical
584,Principal Software Engineer,Lead complex software development projects and technical decisions,Technology,High paying,"['advanced programming', 'system design', 'technical leadership', 'code review', 'mentoring']","['advanced programming', 'code review', 'mentoring', 'system design', 'technical leadership']",100.0,Critical
585,Head of Product,Oversee product portfolio and strategic product direction,Technology,High paying,"['product strategy', 'market analysis', 'team leadership', 'stakeholder management', 'innovation']","['innovation', 'market analysis', 'product strategy', 'stakeholder management', 'team leadership']",100.0,Critical
586,Senior Management Consultant,Advise executives on strategic business transformations,Consulting,High paying,"['strategic analysis', 'change management', 'client management', 'industry expertise', 'leadership']","['change management', 'client management', 'industry expertise', 'leadership', 'strategic analysis']",100.0,Critical
587,Chief Data Officer,Lead enterprise data strategy and governance initiatives,Executive Leadership,High paying,"['data strategy', 'data governance', 'analytics', 'leadership', 'digital transformation']","['analytics', 'data governance', 'data strategy', 'digital transformation', 'leadership']",100.0,Critical
588,Interventional Radiologist,Perform minimally invasive medical procedures using imaging guidance,Healthcare,High paying,"['medical imaging', 'surgical skills', 'patient care', 'technical expertise', 'precision']","['medical imaging', 'patient care', 'precision', 'surgical skills', 'technical expertise']",100.0,Critical
589,Hedge Fund Manager,Manage investment funds and trading strategies,Finance,High paying,"['investment strategy', 'risk management', 'financial markets', 'quantitative analysis', 'leadership']","['financial markets', 'investment strategy', 'leadership', 'quantitative analysis', 'risk management']",100.0,Critical
590,VP of Engineering,Lead engineering organizations and technical strategy,Technology,High paying,"['engineering leadership', 'technical strategy', 'team building', 'product development', 'innovation']","['engineering leadership', 'innovation', 'product development', 'team building', 'technical strategy']",100.0,Critical
591,Senior Business Analyst,Analyze business processes and recommend improvements,Business Services,Average paying,"['business analysis', 'process modeling', 'stakeholder management', 'requirements gathering', 'communication']","['business analysis', 'communication', 'process modeling', 'requirements gathering', 'stakeholder management']",100.0,Critical
592,Marketing Automation Specialist,Implement and manage marketing automation campaigns,Marketing,Average paying,"['marketing automation', 'email marketing', 'crm systems', 'analytics', 'campaign management']","['analytics', 'campaign management', 'crm systems', 'email marketing', 'marketing automation']",100.0,Critical
593,Technical Support Engineer,Provide advanced technical support for software products,Technology,Average paying,"['technical troubleshooting', 'customer service', 'software knowledge', 'communication', 'problem solving']","['communication', 'customer service', 'problem solving', 'software knowledge', 'technical troubleshooting']",100.0,Critical
594,Operations Coordinator,Coordinate operational activities and process improvements,Business Services,Average paying,"['operations management', 'project coordination', 'process improvement', 'communication', 'organization']","['communication', 'operations management', 'organization', 'process improvement', 'project coordination']",100.0,Critical
595,HR Business Partner,Provide strategic HR support to business units,Human Resources,Average paying,"['hr strategy', 'employee relations', 'talent management', 'business acumen', 'communication']","['business acumen', 'communication', 'employee relations', 'hr strategy', 'talent management']",100.0,Critical
596,Financial Controller,Oversee financial reporting and accounting operations,Finance,Average paying,"['financial reporting', 'accounting standards', 'team management', 'budgeting', 'compliance']","['accounting standards', 'budgeting', 'compliance', 'financial reporting', 'team management']",100.0,Critical
597,Product Marketing Manager,Develop go-to-market strategies for products,Marketing,Average paying,"['product marketing', 'market research', 'competitive analysis', 'campaign management', 'communication']","['campaign management', 'communication', 'competitive analysis', 'market research', 'product marketing']",100.0,Critical
598,Site Reliability Engineer,Ensure reliability and performance of production systems,Technology,Average paying,"['system reliability', 'monitoring', 'automation', 'incident response', 'performance optimization']","['automation', 'incident response', 'monitoring', 'performance optimization', 'system reliability']",100.0,Critical
599,Learning and Development Specialist,Design and deliver employee training programs,Human Resources,Average paying,"['training design', 'adult learning', 'facilitation', 'lms administration', 'assessment']","['adult learning', 'assessment', 'facilitation', 'lms administration', 'training design']",100.0,Critical
600,Business Development Manager,Identify and pursue new business opportunities,Sales,Average paying,"['business development', 'sales strategy', 'relationship building', 'market analysis', 'negotiation']","['business development', 'market analysis', 'negotiation', 'relationship building', 'sales strategy']",100.0,Critical
601,Junior Software Developer,Develop software applications under senior guidance,Technology,Average paying,"['programming', 'debugging', 'version control', 'testing', 'learning agility']","['debugging', 'learning agility', 'programming', 'testing', 'version control']",100.0,Critical
602,Marketing Coordinator,Support marketing campaigns and activities,Marketing,Average paying,"['marketing support', 'content creation', 'social media', 'event coordination', 'communication']",['organization communication creative thinking time management attention to detail'],100.0,Critical
602,Marketing Coordinator,Support marketing campaigns and activities,Marketing,Average paying,"['marketing support', 'content creation', 'social media', 'event coordination', 'communication']","['communication', 'content creation', 'event coordination', 'marketing support', 'social media']",100.0,Critical
603,Accounts Receivable Specialist,Manage customer billing and payment collection,Finance,Average paying,"['accounts receivable', 'billing systems', 'customer service', 'attention to detail', 'communication']","['accounts receivable', 'attention to detail', 'billing systems', 'communication', 'customer service']",100.0,Critical
604,IT Support Specialist,Provide technical support for hardware and software issues,Technology,Average paying,"['it support', 'hardware troubleshooting', 'software installation', 'customer service', 'documentation']","['customer service', 'documentation', 'hardware troubleshooting', 'it support', 'software installation']",100.0,Critical
605,Logistics Coordinator,Coordinate shipments and supply chain activities,Logistics,Average paying,"['logistics', 'inventory management', 'communication', 'organization', 'problem solving']",['organization communication problem solving time management analytical thinking'],100.0,Critical
605,Logistics Coordinator,Coordinate shipments and supply chain activities,Logistics,Average paying,"['logistics', 'inventory management', 'communication', 'organization', 'problem solving']","['communication', 'inventory management', 'logistics', 'organization', 'problem solving']",100.0,Critical
606,Junior Graphic Designer,Create visual designs for various marketing materials,Creative Services,Average paying,"['graphic design', 'adobe creative suite', 'brand guidelines', 'creativity', 'time management']","['adobe creative suite', 'brand guidelines', 'creativity', 'graphic design', 'time management']",100.0,Critical
607,Customer Success Manager,Ensure customer satisfaction and retention,Business Services,Average paying,"['customer success', 'relationship management', 'product knowledge', 'communication', 'problem solving']","['communication', 'customer success', 'problem solving', 'product knowledge', 'relationship management']",100.0,Critical
608,Payroll Specialist,Process payroll and maintain employee compensation records,Human Resources,Average paying,"['payroll processing', 'payroll software', 'attention to detail', 'confidentiality', 'compliance']","['attention to detail', 'compliance', 'confidentiality', 'payroll processing', 'payroll software']",100.0,Critical
609,Research Assistant,Support research projects and data collection activities,Science & Research,Average paying,"['research methods', 'data collection', 'literature review', 'analytical skills', 'organization']","['analytical skills', 'data collection', 'literature review', 'organization', 'research methods']",100.0,Critical
610,Junior Accountant,Assist with accounting tasks and financial record keeping,Finance,Average paying,"['accounting', 'financial reporting', 'bookkeeping', 'attention to detail', 'analytical skills']","['accounting', 'analytical skills', 'attention to detail', 'bookkeeping', 'financial reporting']",100.0,Critical
611,Social Worker,Provide support services to individuals and families in need,Social Services,Average paying,"['social work', 'case management', 'counseling', 'advocacy', 'empathy']",['empathy communication problem solving advocacy skills stress management'],100.0,Critical
611,Social Worker,Provide support services to individuals and families in need,Social Services,Average paying,"['social work', 'case management', 'counseling', 'advocacy', 'empathy']","['advocacy', 'case management', 'counseling', 'empathy', 'social work']",100.0,Critical
612,Occupational Therapist,Help patients develop or recover daily living skills,Healthcare,Average paying,"['occupational therapy', 'patient assessment', 'treatment planning', 'rehabilitation', 'empathy']",['empathy problem solving communication assessment skills patience'],100.0,Critical
612,Occupational Therapist,Help patients develop or recover daily living skills,Healthcare,Average paying,"['occupational therapy', 'patient assessment', 'treatment planning', 'rehabilitation', 'empathy']","['empathy', 'occupational therapy', 'patient assessment', 'rehabilitation', 'treatment planning']",100.0,Critical
613,Physical Therapist,Provide rehabilitation services for patients with physical injuries,Healthcare,Average paying,"['physical therapy', 'anatomy', 'exercise prescription', 'patient care', 'manual therapy']",['empathy physical assessment communication patience problem solving'],100.0,Critical
613,Physical Therapist,Provide rehabilitation services for patients with physical injuries,Healthcare,Average paying,"['physical therapy', 'anatomy', 'exercise prescription', 'patient care', 'manual therapy']","['anatomy', 'exercise prescription', 'manual therapy', 'patient care', 'physical therapy']",100.0,Critical
614,Dental Hygienist,Provide preventive dental care and patient education,Healthcare,Average paying,"['dental hygiene', 'patient care', 'dental equipment', 'health education', 'attention to detail']",['attention to detail patient care communication manual dexterity safety awareness'],100.0,Critical
614,Dental Hygienist,Provide preventive dental care and patient education,Healthcare,Average paying,"['dental hygiene', 'patient care', 'dental equipment', 'health education', 'attention to detail']","['attention to detail', 'dental equipment', 'dental hygiene', 'health education', 'patient care']",100.0,Critical
615,Registered Nurse,Provide direct patient care in healthcare settings,Healthcare,Average paying,"['nursing', 'patient care', 'medical procedures', 'documentation', 'empathy']","['documentation', 'empathy', 'medical procedures', 'nursing', 'patient care']",100.0,Critical
616,Elementary School Teacher,Educate and nurture young students in elementary grades,Education,Average paying,"['teaching', 'curriculum development', 'classroom management', 'child development', 'patience']","['child development', 'classroom management', 'curriculum development', 'patience', 'teaching']",100.0,Critical
617,High School Teacher,Educate students in specific subject areas,Education,Average paying,"['subject matter expertise', 'teaching', 'lesson planning', 'classroom management', 'communication']","['classroom management', 'communication', 'lesson planning', 'subject matter expertise', 'teaching']",100.0,Critical
618,Librarian,Manage library resources and assist patrons with information needs,Education,Average paying,"['library science', 'information management', 'research skills', 'customer service', 'organization']","['customer service', 'information management', 'library science', 'organization', 'research skills']",100.0,Critical
619,Mental Health Counselor,Provide counseling services to individuals with mental health issues,Healthcare,Average paying,"['counseling', 'psychology', 'active listening', 'empathy', 'treatment planning']","['active listening', 'counseling', 'empathy', 'psychology', 'treatment planning']",100.0,Critical
620,Veterinary Technician,Assist veterinarians with animal care and medical procedures,Animal Services,Average paying,"['veterinary medicine', 'animal handling', 'medical equipment', 'patient care', 'attention to detail']","['animal handling', 'attention to detail', 'medical equipment', 'patient care', 'veterinary medicine']",100.0,Critical
621,File Clerk,Organize and maintain filing systems and records,Business Services,Low paying,"['filing systems', 'organization', 'attention to detail', 'data entry', 'record keeping']","['attention to detail', 'data entry', 'filing systems', 'organization', 'record keeping']",100.0,Critical
622,Ticket Taker,Collect tickets and direct patrons at entertainment venues,Entertainment,Low paying,"['customer service', 'crowd management', 'attention to detail', 'communication', 'standing']","['attention to detail', 'communication', 'crowd management', 'customer service', 'standing']",100.0,Critical
623,Concession Stand Worker,Sell food and beverages at entertainment venues,Food Service,Low paying,"['food service', 'cash handling', 'customer service', 'inventory management', 'teamwork']","['cash handling', 'customer service', 'food service', 'inventory management', 'teamwork']",100.0,Critical
624,Usher,Guide and assist patrons at theaters and entertainment venues,Entertainment,Low paying,"['customer service', 'crowd management', 'communication', 'physical activity', 'attention to detail']","['attention to detail', 'communication', 'crowd management', 'customer service', 'physical activity']",100.0,Critical
625,Groundskeeper,Maintain outdoor grounds and facilities,Landscaping,Low paying,"['landscaping', 'equipment operation', 'physical labor', 'attention to detail', 'weather tolerance']",['physical stamina attention to detail environmental awareness safety awareness problem solving'],100.0,Critical
625,Groundskeeper,Maintain outdoor grounds and facilities,Landscaping,Low paying,"['landscaping', 'equipment operation', 'physical labor', 'attention to detail', 'weather tolerance']","['attention to detail', 'equipment operation', 'landscaping', 'physical labor', 'weather tolerance']",100.0,Critical
626,Laundry Attendant,Operate laundry equipment and fold clothing,Personal Services,Low paying,"['laundry operations', 'equipment operation', 'attention to detail', 'physical stamina', 'time management']","['attention to detail', 'equipment operation', 'laundry operations', 'physical stamina', 'time management']",100.0,Critical
627,Car Wash Attendant,Clean vehicles using various cleaning techniques,Automotive,Low paying,"['vehicle cleaning', 'physical labor', 'attention to detail', 'customer service', 'teamwork']","['attention to detail', 'customer service', 'physical labor', 'teamwork', 'vehicle cleaning']",100.0,Critical
628,Grocery Store Clerk,Stock shelves and assist customers in grocery stores,Retail,Low paying,"['inventory management', 'customer service', 'physical labor', 'attention to detail', 'teamwork']","['attention to detail', 'customer service', 'inventory management', 'physical labor', 'teamwork']",100.0,Critical
629,Fast Food Worker,Prepare and serve food in fast-food restaurants,Food Service,Low paying,"['food preparation', 'customer service', 'speed', 'teamwork', 'sanitation']","['customer service', 'food preparation', 'sanitation', 'speed', 'teamwork']",100.0,Critical
630,Movie Theater Attendant,Assist customers and maintain theater facilities,Entertainment,Low paying,"['customer service', 'cleaning', 'crowd management', 'communication', 'physical activity']","['cleaning', 'communication', 'crowd management', 'customer service', 'physical activity']",100.0,Critical
631,Newspaper Delivery,Deliver newspapers to subscribers,Media & Publishing,Low paying,"['driving', 'cycling', 'route management', 'time management', 'physical activity', 'reliability']","['cycling', 'driving', 'physical activity', 'reliability', 'route management', 'time management']",100.0,Critical
632,Pet Groomer,Provide grooming services for pets,Pet Services,Low paying,"['animal handling', 'grooming techniques', 'customer service', 'patience', 'physical stamina']","['animal handling', 'customer service', 'grooming techniques', 'patience', 'physical stamina']",100.0,Critical
633,Furniture Mover,Transport furniture and household items,Moving Services,Low paying,"['physical strength', 'lifting techniques', 'customer service', 'teamwork', 'problem solving']","['customer service', 'lifting techniques', 'physical strength', 'problem solving', 'teamwork']",100.0,Critical
634,Valet Parking Attendant,Park and retrieve vehicles for customers,Hospitality,Low paying,"['driving skills', 'customer service', 'physical activity', 'attention to detail', 'time management']","['attention to detail', 'customer service', 'driving skills', 'physical activity', 'time management']",100.0,Critical
635,Tour Guide,Lead tours and provide information to visitors,Tourism,Low paying,"['public speaking', 'local knowledge', 'customer service', 'communication', 'walking', 'standing']","['communication', 'customer service', 'local knowledge', 'public speaking', 'standing', 'walking']",100.0,Critical
636,Amusement Park Attendant,Operate rides and assist guests at amusement parks,Recreation,Low paying,"['safety procedures', 'customer service', 'equipment operation', 'physical activity', 'attention to detail']","['attention to detail', 'customer service', 'equipment operation', 'physical activity', 'safety procedures']",100.0,Critical
